75397,nikolaj,0.5510061518954623
75397,costerwaldau,0.6617097331487549
75397,worked,0.22061449578808354
75397,fox,0.30156426833313077
75397,broadcasting,0.2918730757249608
75397,company,0.18365945009523105
150448,roman,0.26777524255660884
150448,atwood,0.7167387135440392
150448,content,0.4247357873637571
150448,creator,0.4839230795420635
214861,history,0.1942645065474061
214861,art,0.06419197684642108
214861,includes,0.215074796964466
214861,architecture,0.2777598178518462
214861,dance,0.23513612862126984
214861,sculpture,0.3208635502091981
214861,music,0.15926860961176284
214861,painting,0.27974363321276896
214861,poetry,0.3009955029928798
214861,literature,0.2696698929015278
214861,theatre,0.25612759995838713
214861,narrative,0.3450809360713365
214861,film,0.15324860668574242
214861,photography,0.3349610186642752
214861,graphic,0.23432666837345167
214861,arts,0.18512765565670455
156709,adrienne,0.5423121210040601
156709,bailon,0.7072723143709553
156709,accountant,0.4535013084175503
83235,system,0.261395232155832
83235,briefly,0.441828023979985
83235,disbanded,0.4757872826488301
83235,limbo,0.7142037464910015
129629,homeland,0.4397241652816785
129629,american,0.1366484868377884
129629,television,0.2855772459348057
129629,spy,0.40508929462685034
129629,thriller,0.3853804391043497
129629,based,0.18220499701558363
129629,israeli,0.35810504237988894
129629,series,0.19633065702801603
129629,prisoners,0.42334992388070014
129629,war,0.12079445101835924
149579,beautiful,0.5096355834623297
149579,reached,0.39297815510863227
149579,number,0.27239446784442295
149579,two,0.18796030734568392
149579,billboard,0.43040452154573855
149579,hot,0.29849981768037487
149579,100,0.30668348479140306
149579,2003,0.3284919561582356
229289,neal,0.5013105761859423
229289,schon,0.734617960259207
229289,named,0.24414985576077344
229289,1954,0.38654237361602944
33078,boston,0.39451321834035896
33078,celtics,0.6512251085107552
33078,play,0.15604550555673558
33078,home,0.25256558855535804
33078,games,0.28026522286760247
33078,td,0.32548905147896606
33078,garden,0.3842315506194304
6744,ten,0.15941510002668663
6744,commandments,0.8345390827061413
6744,epic,0.4599963603001648
6744,film,0.2579431988443868
