75397,Guinea_company,0.38235294117647056
75397,Fox_Ridge,0.37931034482758624
75397,Elizabeth_Fox,0.37931034482758624
75397,Fox_Lab,0.36666666666666664
75397,OTA_Broadcasting,0.35714285714285715
150448,Romana_-LRB-name-RRB-,0.3076923076923077
150448,Roman_Romanchuk,0.303030303030303
150448,Moisuc,0.2962962962962963
150448,Roman_Square,0.29032258064516125
150448,Kalderash_Romani_language,0.2857142857142857
214861,Arts_education,0.6842105263157892
214861,Hartsville,0.6428571428571428
214861,List_of_martial_arts_films,0.6315789473684208
214861,Musical,0.627906976744186
214861,Stewartsville_-LRB-disambiguation-RRB-,0.6190476190476193
156709,Adrienne_-LRB-disambiguation-RRB-,0.20512820512820512
156709,Certified_Accountant,0.2
156709,ICAG,0.18518518518518517
156709,Institute_of_Chartered_Accountants,0.17857142857142858
156709,Thomas_Brentnall,0.17857142857142855
129629,Nothing_to_Declare_UK,0.5675675675675675
129629,Cartoon_-LRB-TV_series-RRB-,0.5666666666666668
129629,List_of_Korean_television_series,0.5555555555555556
129629,1983_in_television,0.5529411764705882
129629,1988_in_television,0.5529411764705882
149579,Shotor_Mel,0.4375
149579,Two_two,0.4347826086956521
149579,RX100,0.4193548387096774
149579,"Exchange_Hotel,_Kalgoorlie",0.40625
149579,Two_Mile,0.40540540540540543
6744,Tenuipalpus,0.4968553459119497
6744,Wittenberg_-LRB-surname-RRB-,0.4137931034482759
6744,Seitenstetten_Airport,0.37037037037037035
6744,C40H56,0.37037037037037035
6744,Ten_Mile,0.3658536585365854
33078,Fruitdale,0.40540540540540543
33078,Tabletop_game,0.40540540540540543
33078,Homegrown_Player_Rule,0.40540540540540543
33078,South_Boston_-LRB-disambiguation-RRB-,0.39999999999999997
33078,George_Home,0.38709677419354827
229289,Nealy,0.3870967741935484
229289,Glenealy,0.34615384615384615
229289,Thailand_at_the_1954_Asian_Games,0.26666666666666666
229289,List_of_elections_in_1954,0.265625
229289,Indonesia_at_the_1954_Asian_Games,0.25
83235,System32,0.2972972972972973
83235,Integrated_Defense_Systems_-LRB-disambiguation-RRB-,0.2857142857142857
83235,System_requirements_-LRB-spacecraft_system-RRB-,0.2758620689655173
83235,System_I,0.2758620689655173
83235,Lists_of_database_management_systems,0.2758620689655173
